project_id,project_name,programming_language,module_name,lines_of_code,code_smell_type,severity_level,refactoring_applied,refactoring_type,maintainability_score,bug_density,review_date
2605,E-Commerce App,C++,Module_153,4500,Feature Envy,Low,No,Split Class,9.08,5.25,2027-02-17
2606,Healthcare Platform,C#,Module_38,3646,Long Method,High,No,Split Class,5.31,8.77,2027-02-18
2607,Ride Sharing App,Java,Module_9,3674,Long Method,Low,No,Split Class,3.88,1.18,2027-02-19
2608,Ride Sharing App,Java,Module_70,1221,Magic Numbers,High,Yes,Replace Magic Number,9.44,6.43,2027-02-20
2609,Banking System,JavaScript,Module_66,118,Feature Envy,Medium,Yes,Rename Variable,2.16,1.13,2027-02-21
2610,E-Commerce App,Java,Module_102,900,Large Class,High,No,Replace Magic Number,8.35,6.02,2027-02-22
2611,Social Media App,Java,Module_186,4822,Large Class,High,Yes,Move Method,6.83,11.84,2027-02-23
2612,Social Media App,JavaScript,Module_118,3865,God Class,Low,No,Extract Method,4.05,11.21,2027-02-24
2613,Banking System,Go,Module_282,3012,Duplicate Code,Medium,No,Move Method,5.39,3.19,2027-02-25
2614,Banking System,C#,Module_150,2010,Magic Numbers,Critical,Yes,Remove Dead Code,8.16,7.06,2027-02-26
2615,Learning Management System,Python,Module_133,3601,Duplicate Code,Medium,No,Replace Magic Number,5.85,5.06,2027-02-27
2616,Banking System,Python,Module_288,4905,Dead Code,High,No,Split Class,8.28,10.03,2027-02-28
2617,Learning Management System,Go,Module_180,2074,Magic Numbers,Medium,Yes,Rename Variable,2.66,4.0,2027-03-01
2618,Ride Sharing App,Python,Module_185,961,God Class,Critical,No,Split Class,6.52,9.85,2027-03-02
2619,E-Commerce App,C++,Module_184,4291,Magic Numbers,Medium,Yes,Replace Magic Number,2.81,11.59,2027-03-03
2620,Inventory Management,JavaScript,Module_38,3576,Spaghetti Code,Critical,Yes,Extract Method,4.89,2.27,2027-03-04
2621,Learning Management System,Java,Module_11,3110,Duplicate Code,High,No,Move Method,8.62,9.82,2027-03-05
2622,Inventory Management,C#,Module_56,1072,Large Class,Low,No,Rename Variable,1.15,9.85,2027-03-06
2623,Ride Sharing App,Python,Module_115,4967,God Class,Low,No,Extract Method,8.5,11.03,2027-03-07
2624,Social Media App,Python,Module_61,481,Spaghetti Code,Medium,Yes,Rename Variable,6.85,5.68,2027-03-08
2625,Inventory Management,C++,Module_145,2268,Feature Envy,Low,Yes,Remove Dead Code,5.56,9.73,2027-03-09
2626,Ride Sharing App,Go,Module_193,1823,Large Class,High,No,Move Method,1.25,6.79,2027-03-10
2627,Inventory Management,C#,Module_237,2052,Magic Numbers,Critical,No,Rename Variable,5.76,3.01,2027-03-11
2628,E-Commerce App,JavaScript,Module_172,525,Dead Code,High,Yes,Rename Variable,7.18,6.0,2027-03-12
2629,Ride Sharing App,C#,Module_249,4830,Long Method,Critical,No,Remove Dead Code,1.65,9.31,2027-03-13
2630,Banking System,Java,Module_77,4071,Long Method,Low,No,Move Method,6.88,6.71,2027-03-14
2631,Inventory Management,Python,Module_254,595,Magic Numbers,Low,No,Extract Method,7.93,2.63,2027-03-15
2632,Inventory Management,JavaScript,Module_262,3141,Large Class,High,Yes,Split Class,9.68,3.27,2027-03-16
2633,Social Media App,Python,Module_247,460,God Class,Low,No,Extract Method,9.22,7.77,2027-03-17
2634,Ride Sharing App,Java,Module_216,4468,Long Method,Medium,Yes,Move Method,3.5,14.01,2027-03-18
2635,Learning Management System,C#,Module_205,3122,Duplicate Code,Critical,No,Split Class,4.3,9.52,2027-03-19
2636,Learning Management System,Python,Module_119,903,Dead Code,Medium,Yes,Rename Variable,9.0,2.14,2027-03-20
2637,Inventory Management,C#,Module_251,1699,Duplicate Code,Low,No,Replace Magic Number,6.98,8.57,2027-03-21
2638,Banking System,C#,Module_82,3104,Large Class,Critical,Yes,Rename Variable,2.43,5.51,2027-03-22
2639,Banking System,JavaScript,Module_54,3693,Dead Code,Low,No,Replace Magic Number,1.57,3.92,2027-03-23
2640,Learning Management System,C++,Module_183,2331,Spaghetti Code,Critical,Yes,Move Method,7.63,3.03,2027-03-24
2641,Ride Sharing App,C#,Module_258,1344,Feature Envy,High,No,Replace Magic Number,4.48,6.89,2027-03-25
2642,Ride Sharing App,Java,Module_77,1320,Magic Numbers,High,No,Split Class,7.57,12.41,2027-03-26
2643,Learning Management System,Go,Module_248,1698,Spaghetti Code,Low,Yes,Extract Method,9.33,12.8,2027-03-27
2644,Banking System,Go,Module_182,2885,Feature Envy,Medium,Yes,Rename Variable,7.52,9.87,2027-03-28
2645,Banking System,Java,Module_111,4692,Magic Numbers,Critical,No,Move Method,8.84,8.1,2027-03-29
2646,Ride Sharing App,JavaScript,Module_106,2147,Dead Code,Low,Yes,Move Method,1.58,10.42,2027-03-30
2647,Learning Management System,Go,Module_189,4202,God Class,Low,Yes,Replace Magic Number,6.05,11.4,2027-03-31
2648,Inventory Management,Java,Module_287,3330,God Class,High,No,Rename Variable,1.58,13.32,2027-04-01
2649,Ride Sharing App,Java,Module_197,4463,Dead Code,Low,Yes,Move Method,5.61,7.86,2027-04-02
2650,Banking System,C#,Module_63,2121,Duplicate Code,Critical,Yes,Inline Method,3.34,10.18,2027-04-03
2651,Social Media App,C#,Module_25,1380,Spaghetti Code,High,Yes,Move Method,8.96,8.67,2027-04-04
2652,Ride Sharing App,Go,Module_114,4836,Long Method,High,Yes,Split Class,8.21,9.1,2027-04-05
2653,Social Media App,Python,Module_93,3323,Long Method,Critical,Yes,Inline Method,8.6,12.72,2027-04-06
2654,Ride Sharing App,C++,Module_37,3745,Large Class,High,No,Move Method,8.26,6.62,2027-04-07
2655,Ride Sharing App,Java,Module_290,3115,Long Method,Critical,No,Move Method,1.08,0.58,2027-04-08
2656,Inventory Management,JavaScript,Module_43,2468,God Class,Low,Yes,Remove Dead Code,7.07,12.9,2027-04-09
2657,Inventory Management,JavaScript,Module_276,4613,Duplicate Code,Low,No,Replace Magic Number,8.18,7.65,2027-04-10
2658,Inventory Management,C++,Module_236,3540,God Class,Low,Yes,Move Method,2.34,3.85,2027-04-11
2659,Ride Sharing App,Java,Module_180,2798,Duplicate Code,High,No,Replace Magic Number,4.71,0.67,2027-04-12
2660,Ride Sharing App,JavaScript,Module_173,1055,Magic Numbers,High,Yes,Split Class,6.68,11.56,2027-04-13
2661,Inventory Management,Go,Module_47,1702,Magic Numbers,Critical,Yes,Extract Method,1.34,4.36,2027-04-14
2662,Social Media App,JavaScript,Module_28,1370,Spaghetti Code,Critical,Yes,Move Method,4.91,14.28,2027-04-15
2663,Healthcare Platform,JavaScript,Module_185,3121,Dead Code,High,Yes,Remove Dead Code,6.13,3.1,2027-04-16
2664,Inventory Management,Java,Module_3,2999,Magic Numbers,Medium,Yes,Extract Method,3.96,1.04,2027-04-17
2665,E-Commerce App,Go,Module_260,3181,Large Class,Low,No,Move Method,1.52,2.07,2027-04-18
2666,Ride Sharing App,C++,Module_54,2827,Duplicate Code,Medium,Yes,Remove Dead Code,2.49,10.57,2027-04-19
2667,Ride Sharing App,Go,Module_10,2803,Feature Envy,High,Yes,Inline Method,5.86,7.41,2027-04-20
2668,Banking System,Python,Module_111,991,Large Class,Critical,No,Split Class,7.99,3.13,2027-04-21
2669,Social Media App,C++,Module_286,474,Magic Numbers,Critical,No,Inline Method,1.02,0.71,2027-04-22
2670,Inventory Management,C++,Module_138,3108,Feature Envy,High,Yes,Inline Method,3.13,12.09,2027-04-23
2671,Learning Management System,JavaScript,Module_292,1370,Spaghetti Code,Low,No,Remove Dead Code,7.52,2.68,2027-04-24
2672,Ride Sharing App,C#,Module_3,165,Spaghetti Code,Critical,No,Rename Variable,5.1,13.71,2027-04-25
2673,Inventory Management,Go,Module_35,4255,Spaghetti Code,Low,No,Rename Variable,9.46,3.01,2027-04-26
2674,Social Media App,C++,Module_190,4492,Dead Code,High,No,Replace Magic Number,4.0,3.42,2027-04-27
2675,Learning Management System,Go,Module_37,3231,God Class,Critical,No,Rename Variable,4.55,9.44,2027-04-28
2676,Learning Management System,C++,Module_86,1041,God Class,High,Yes,Split Class,4.37,13.88,2027-04-29
2677,Healthcare Platform,JavaScript,Module_248,2502,Magic Numbers,Medium,Yes,Extract Method,8.61,2.78,2027-04-30
2678,Ride Sharing App,Python,Module_240,3575,Magic Numbers,Critical,No,Split Class,3.73,2.04,2027-05-01
2679,Learning Management System,JavaScript,Module_108,4583,Dead Code,Low,No,Replace Magic Number,8.9,7.38,2027-05-02
2680,E-Commerce App,Go,Module_53,167,Duplicate Code,Critical,No,Split Class,8.14,14.95,2027-05-03
2681,E-Commerce App,Java,Module_275,554,Magic Numbers,Critical,No,Replace Magic Number,2.19,2.67,2027-05-04
2682,Healthcare Platform,JavaScript,Module_105,3123,Magic Numbers,Medium,No,Inline Method,5.13,8.07,2027-05-05
2683,Learning Management System,C#,Module_32,301,Feature Envy,Critical,Yes,Replace Magic Number,1.03,9.87,2027-05-06
2684,Ride Sharing App,C++,Module_43,727,Spaghetti Code,Medium,No,Remove Dead Code,1.69,1.08,2027-05-07
2685,E-Commerce App,Python,Module_74,2777,Spaghetti Code,Low,Yes,Inline Method,1.73,0.54,2027-05-08
2686,Banking System,Java,Module_178,3661,Dead Code,Critical,No,Replace Magic Number,2.17,0.81,2027-05-09
2687,Inventory Management,Python,Module_72,90,Magic Numbers,Critical,No,Split Class,9.5,7.54,2027-05-10
2688,Social Media App,Python,Module_60,3451,Duplicate Code,Low,Yes,Replace Magic Number,6.88,2.24,2027-05-11
2689,E-Commerce App,Python,Module_110,1201,God Class,Low,Yes,Remove Dead Code,7.93,6.31,2027-05-12
2690,Inventory Management,Go,Module_166,4417,Magic Numbers,High,Yes,Replace Magic Number,6.88,12.43,2027-05-13
2691,Banking System,Python,Module_299,2900,Dead Code,Critical,Yes,Extract Method,7.29,3.79,2027-05-14
2692,Learning Management System,Python,Module_164,648,Duplicate Code,Medium,No,Move Method,7.03,12.8,2027-05-15
2693,Social Media App,Java,Module_97,4245,Dead Code,Medium,No,Remove Dead Code,4.94,2.43,2027-05-16
2694,Ride Sharing App,Python,Module_116,110,Dead Code,Critical,Yes,Replace Magic Number,5.54,13.8,2027-05-17
2695,Inventory Management,Go,Module_92,3659,Spaghetti Code,Medium,No,Replace Magic Number,9.21,0.71,2027-05-18
2696,Social Media App,Python,Module_210,4144,Large Class,Medium,Yes,Extract Method,6.61,9.36,2027-05-19
2697,Inventory Management,Python,Module_273,4380,Magic Numbers,Medium,No,Split Class,6.25,5.71,2027-05-20
2698,Healthcare Platform,Python,Module_221,3494,Feature Envy,High,No,Inline Method,3.86,13.73,2027-05-21
2699,Social Media App,C++,Module_220,4678,Feature Envy,Low,Yes,Extract Method,2.17,0.87,2027-05-22
2700,Banking System,C#,Module_225,1227,Large Class,Low,Yes,Split Class,9.43,4.33,2027-05-23
2701,E-Commerce App,JavaScript,Module_56,2467,Dead Code,Critical,No,Split Class,7.9,0.86,2027-05-24
2702,Healthcare Platform,Java,Module_120,512,Spaghetti Code,Medium,No,Inline Method,5.42,8.74,2027-05-25
2703,Social Media App,Python,Module_135,1743,Magic Numbers,Critical,No,Inline Method,7.74,11.28,2027-05-26
2704,Inventory Management,Python,Module_106,1150,Spaghetti Code,Low,No,Inline Method,2.34,0.4,2027-05-27
2705,Social Media App,Java,Module_173,4539,God Class,Low,No,Split Class,2.98,14.27,2027-05-28
2706,Social Media App,JavaScript,Module_226,852,Feature Envy,High,Yes,Move Method,7.03,1.83,2027-05-29
2707,Social Media App,C#,Module_197,81,Long Method,Medium,Yes,Move Method,2.67,8.46,2027-05-30
2708,Inventory Management,Python,Module_237,2782,God Class,Low,Yes,Replace Magic Number,8.66,13.5,2027-05-31
2709,Healthcare Platform,C#,Module_90,1933,Feature Envy,Low,No,Remove Dead Code,5.24,3.8,2027-06-01
2710,Inventory Management,Python,Module_77,4551,Dead Code,Critical,Yes,Move Method,6.38,9.59,2027-06-02
2711,E-Commerce App,Python,Module_290,3993,Large Class,Medium,No,Extract Method,9.87,0.78,2027-06-03
2712,Social Media App,JavaScript,Module_281,2703,Dead Code,Critical,Yes,Extract Method,8.8,4.84,2027-06-04
2713,Inventory Management,Go,Module_84,1793,God Class,Critical,No,Split Class,3.22,10.38,2027-06-05
2714,Learning Management System,C++,Module_49,4323,Long Method,Low,No,Extract Method,8.07,4.39,2027-06-06
2715,Social Media App,Go,Module_69,3387,Magic Numbers,Medium,Yes,Split Class,1.03,5.94,2027-06-07
2716,Banking System,Java,Module_20,3098,Large Class,Low,Yes,Rename Variable,9.34,9.43,2027-06-08
2717,Inventory Management,C++,Module_170,1875,Duplicate Code,Low,No,Move Method,9.68,3.52,2027-06-09
2718,Healthcare Platform,JavaScript,Module_124,2530,Duplicate Code,High,No,Move Method,6.94,0.56,2027-06-10
2719,Ride Sharing App,C#,Module_77,3106,Feature Envy,Medium,Yes,Remove Dead Code,9.79,9.37,2027-06-11
2720,Social Media App,Java,Module_147,3201,God Class,Low,Yes,Rename Variable,3.93,9.0,2027-06-12
2721,Learning Management System,JavaScript,Module_240,2410,Magic Numbers,Medium,No,Split Class,4.54,6.42,2027-06-13
2722,Social Media App,Python,Module_277,1311,Duplicate Code,High,Yes,Remove Dead Code,2.13,4.32,2027-06-14
2723,Banking System,Java,Module_141,2731,Magic Numbers,Low,No,Rename Variable,9.78,2.57,2027-06-15
2724,Learning Management System,JavaScript,Module_249,2080,Magic Numbers,High,No,Extract Method,4.6,6.28,2027-06-16
2725,Learning Management System,Java,Module_218,4393,Feature Envy,High,Yes,Move Method,9.29,11.52,2027-06-17
2726,Learning Management System,Java,Module_99,732,Dead Code,Medium,Yes,Inline Method,1.46,10.67,2027-06-18
2727,Banking System,Java,Module_138,130,Spaghetti Code,Critical,No,Inline Method,3.34,12.0,2027-06-19
2728,Ride Sharing App,Python,Module_257,4159,Magic Numbers,Low,Yes,Split Class,8.25,14.47,2027-06-20
2729,Inventory Management,C++,Module_233,57,Feature Envy,Medium,No,Replace Magic Number,4.12,7.81,2027-06-21
2730,E-Commerce App,JavaScript,Module_234,4969,Long Method,Medium,No,Move Method,5.56,7.85,2027-06-22
2731,Inventory Management,C#,Module_29,1593,Large Class,Medium,Yes,Remove Dead Code,9.43,5.82,2027-06-23
2732,Healthcare Platform,C#,Module_119,2342,Dead Code,Low,Yes,Move Method,3.88,12.35,2027-06-24
2733,Ride Sharing App,C++,Module_117,3842,Long Method,High,No,Replace Magic Number,2.25,10.67,2027-06-25
2734,Inventory Management,C#,Module_31,1912,Duplicate Code,Medium,Yes,Move Method,7.5,8.18,2027-06-26
2735,Inventory Management,Go,Module_189,4301,Magic Numbers,High,No,Inline Method,9.61,3.62,2027-06-27
2736,Banking System,Java,Module_137,4620,Spaghetti Code,High,Yes,Remove Dead Code,4.16,12.04,2027-06-28
2737,Healthcare Platform,Go,Module_271,1477,Dead Code,Critical,Yes,Inline Method,3.03,2.92,2027-06-29
2738,E-Commerce App,JavaScript,Module_46,294,Duplicate Code,High,Yes,Inline Method,8.25,11.68,2027-06-30
2739,Learning Management System,Go,Module_265,4765,Long Method,High,Yes,Replace Magic Number,6.63,10.51,2027-07-01
2740,Healthcare Platform,JavaScript,Module_37,3867,Long Method,Medium,Yes,Inline Method,2.19,4.0,2027-07-02
2741,Learning Management System,C#,Module_243,1212,Duplicate Code,Low,No,Inline Method,7.08,9.03,2027-07-03
2742,Inventory Management,JavaScript,Module_101,4548,Duplicate Code,High,No,Remove Dead Code,5.72,3.01,2027-07-04
2743,Learning Management System,Go,Module_79,4169,Large Class,High,Yes,Split Class,4.58,13.21,2027-07-05
2744,Ride Sharing App,Java,Module_116,4881,Long Method,Medium,Yes,Rename Variable,2.21,12.09,2027-07-06
2745,Social Media App,JavaScript,Module_199,4456,Feature Envy,High,Yes,Remove Dead Code,7.76,12.41,2027-07-07
2746,E-Commerce App,Go,Module_234,3229,God Class,High,Yes,Remove Dead Code,1.97,5.47,2027-07-08
2747,Learning Management System,JavaScript,Module_37,2167,Large Class,Medium,No,Inline Method,7.17,6.58,2027-07-09
2748,Learning Management System,Go,Module_130,3096,Long Method,Critical,No,Rename Variable,4.17,5.92,2027-07-10
2749,Ride Sharing App,Python,Module_108,1929,Spaghetti Code,High,No,Rename Variable,5.6,13.25,2027-07-11
2750,Banking System,Go,Module_106,1584,God Class,High,Yes,Extract Method,4.7,6.31,2027-07-12
2751,Social Media App,C++,Module_57,3434,Duplicate Code,Medium,Yes,Remove Dead Code,7.28,3.66,2027-07-13
2752,Ride Sharing App,Python,Module_141,3835,Spaghetti Code,Low,No,Extract Method,9.95,12.63,2027-07-14
2753,Learning Management System,JavaScript,Module_299,1512,Feature Envy,Medium,No,Move Method,5.92,13.83,2027-07-15
2754,Healthcare Platform,Go,Module_217,966,Dead Code,Critical,No,Rename Variable,8.65,3.08,2027-07-16
2755,Banking System,Python,Module_44,1625,Magic Numbers,Medium,No,Remove Dead Code,4.75,2.32,2027-07-17
2756,Ride Sharing App,Python,Module_135,3499,Large Class,High,No,Inline Method,5.18,9.66,2027-07-18
2757,Ride Sharing App,Java,Module_230,1587,Duplicate Code,Low,No,Move Method,7.26,13.47,2027-07-19
2758,Learning Management System,JavaScript,Module_33,1754,Long Method,Medium,Yes,Move Method,8.27,7.28,2027-07-20
2759,Banking System,Python,Module_298,3940,Spaghetti Code,Medium,No,Inline Method,2.22,10.02,2027-07-21
2760,Inventory Management,Java,Module_176,860,Spaghetti Code,Low,Yes,Remove Dead Code,4.08,11.21,2027-07-22
2761,Banking System,JavaScript,Module_287,1020,Spaghetti Code,Low,Yes,Rename Variable,5.16,4.44,2027-07-23
2762,Banking System,Python,Module_255,304,God Class,Critical,Yes,Split Class,6.59,1.61,2027-07-24
2763,Social Media App,C++,Module_271,484,Magic Numbers,High,Yes,Inline Method,3.71,1.09,2027-07-25
2764,Inventory Management,C++,Module_288,256,Dead Code,Low,Yes,Rename Variable,2.88,3.13,2027-07-26
2765,Social Media App,Go,Module_86,1891,Feature Envy,Low,No,Inline Method,7.04,5.89,2027-07-27
2766,Healthcare Platform,Python,Module_238,3468,Long Method,Low,No,Move Method,1.08,10.94,2027-07-28
2767,Social Media App,Go,Module_230,2379,God Class,High,No,Move Method,5.68,6.55,2027-07-29
2768,Learning Management System,Go,Module_120,4593,God Class,Critical,No,Split Class,3.35,3.28,2027-07-30
2769,E-Commerce App,C++,Module_296,2360,Magic Numbers,High,No,Inline Method,6.74,1.57,2027-07-31
2770,Ride Sharing App,Java,Module_187,3436,Dead Code,High,No,Split Class,8.97,5.41,2027-08-01
2771,Healthcare Platform,Java,Module_193,4477,Spaghetti Code,Critical,No,Replace Magic Number,2.0,6.27,2027-08-02
2772,E-Commerce App,JavaScript,Module_108,800,Magic Numbers,High,Yes,Extract Method,5.26,9.83,2027-08-03
2773,Learning Management System,C++,Module_214,64,Large Class,High,No,Remove Dead Code,9.92,1.63,2027-08-04
2774,Social Media App,C++,Module_150,4581,Long Method,Critical,No,Rename Variable,5.55,14.56,2027-08-05
2775,Learning Management System,JavaScript,Module_295,4259,Duplicate Code,Medium,No,Move Method,1.7,14.12,2027-08-06
2776,E-Commerce App,Java,Module_91,4943,Magic Numbers,High,Yes,Extract Method,6.98,3.45,2027-08-07
2777,Social Media App,C#,Module_239,654,Dead Code,Medium,Yes,Rename Variable,7.03,3.47,2027-08-08
2778,Social Media App,Go,Module_215,4491,Dead Code,High,Yes,Split Class,8.71,13.24,2027-08-09
2779,Healthcare Platform,Java,Module_298,2581,Magic Numbers,High,No,Remove Dead Code,7.15,2.37,2027-08-10
2780,Ride Sharing App,Java,Module_233,615,Feature Envy,Critical,No,Extract Method,6.23,0.91,2027-08-11
2781,Ride Sharing App,C#,Module_276,4224,Long Method,Low,Yes,Inline Method,6.5,5.58,2027-08-12
2782,Banking System,C++,Module_32,899,Long Method,High,Yes,Remove Dead Code,8.31,6.44,2027-08-13
2783,Inventory Management,Python,Module_76,2736,God Class,High,Yes,Inline Method,3.74,11.31,2027-08-14
2784,Ride Sharing App,Java,Module_103,2139,Large Class,High,Yes,Inline Method,9.22,10.84,2027-08-15
2785,Ride Sharing App,JavaScript,Module_184,4211,God Class,Critical,Yes,Extract Method,5.65,3.67,2027-08-16
2786,E-Commerce App,Python,Module_274,4087,Long Method,Medium,Yes,Extract Method,5.38,9.41,2027-08-17
2787,Social Media App,Python,Module_11,4355,Dead Code,High,No,Move Method,1.77,14.11,2027-08-18
2788,Healthcare Platform,C#,Module_279,4088,Magic Numbers,Low,Yes,Split Class,1.48,7.11,2027-08-19
2789,Ride Sharing App,Go,Module_9,1803,Duplicate Code,High,No,Replace Magic Number,4.87,0.5,2027-08-20
